n;tmin;tmax;tmoy
475;0.3476833080057986;0.365378721995512;0.35851492913992844
480;0.3607213780051097;0.3814398369868286;0.36901297415955925
485;0.37152116000652313;0.3894112980051432;0.3788154322790797
490;0.38105100201210007;0.3981266179762315;0.3880635347185307
495;0.3904948960116599;0.4126829809974879;0.39902840944036144
500;0.40128400101093575;0.4168238549900707;0.4099178453898639
505;0.40890482399845496;0.4311717009986751;0.42157169773156056
510;0.4254606010217685;0.4453557610104326;0.4353427124305745
515;0.43332944699795917;0.4592204619839322;0.44874994562153003
520;0.44762324800831266;0.4699509170022793;0.4597363151394529
525;0.45904066698858514;0.48471155102015473;0.4718028568304726
530;0.47172772701014765;0.491271336999489;0.48399789780960417
535;0.4851607490272727;0.509352819994092;0.4972224418618134
540;0.49681581399636343;0.5197711960063316;0.5091356167994673
545;0.5084938729996793;0.5326878619962372;0.5210478122680797
550;0.5232278169714846;0.5470020299835596;0.5333146462601144
555;0.5355619980255142;0.5655659600161016;0.5503556248403038
560;0.5538967500033323;0.5779568970028777;0.5648769229842583
565;0.5743424729735125;0.6000504279800225;0.5850868607501616
570;0.5837643750128336;0.6159033960138913;0.6021302554005524
575;0.604083799989894;0.6297468770062551;0.6156301387990243
580;0.6146164959936868;0.6486089669924695;0.628447941710765
585;0.6273322560009547;0.6619055710034445;0.6422429346427089
590;0.645263556012651;0.6701046250236686;0.6577446640882408
595;0.6554201070102863;0.6954905340098776;0.6731791073019849
600;0.6762885930074845;0.7053552019933704;0.6895010964386166
610;0.7105643009999767;0.7469416490057483;0.7286938346008537
620;0.7417363550048321;0.7767096049792599;0.7564545573919895
630;0.7759113149950281;0.8042943549808115;0.7894360649809823
640;0.7788586590031628;0.8161846460134257;0.7972708281083033
650;0.8189170059922617;0.8566514139820356;0.8376632653886918
660;0.8617891659960151;0.9018399380147457;0.8758465841601719
670;0.8904404999921098;0.9226182349957526;0.9064255474475794
680;0.9245206580089871;0.9655922539823223;0.9434622683067573
690;0.961073498998303;1.0101874360116199;0.9807216129210429
700;1.011892184993485;1.0537393239792436;1.0291681426586001
710;1.0419746080006007;1.094856076000724;1.070708257809747
720;1.088844299025368;1.1429810730041936;1.1107045333107817
730;1.1241049179807305;1.171885468007531;1.1498310909685097
740;1.1747967170085758;1.2256952050083783;1.197222053569567
750;1.2254896990198176;1.2754160940239672;1.2548290777794318
760;1.2699622499931138;1.3287929740035906;1.2974632009919151
770;1.3237593279918656;1.3723411409882829;1.3445949758787175
780;1.3687890019791666;1.4449614780023694;1.3893165820202558
790;1.4155421839968767;1.4730588319944218;1.4426110770390368
800;1.4714596330013592;1.5243683459993917;1.4985263110493543
810;1.5274702099850401;1.5805631459807046;1.5523559960265993
820;1.5740008779976051;1.6366343989793677;1.6020109809699352
830;1.6233091199828777;1.6832546269870363;1.6520576911669922
840;1.680577592982445;1.7474329219840001;1.7174737602603272
850;1.7439368120103609;1.8033768289897125;1.7735623980508535
860;1.8011158790031914;1.8642138309951406;1.830709003211523
870;1.8510758329939563;1.9188320289831609;1.8849663370480993
880;1.9252285250113346;2.000292256998364;1.9587410750504932
890;1.9883291239966638;2.0557667579851113;2.017856463979988
900;2.0423852569947485;2.1284564810048323;2.0836353143909947
910;2.1169504889985546;2.187795350997476;2.145184872150421
920;2.1735437610186636;2.2557584829919506;2.2104470243418475
930;2.255400254012784;2.330106066976441;2.2929550297392414
940;2.3204656800080556;2.4047755819919985;2.355982717859442
950;2.3842411799996626;2.458646006009076;2.4272255640878573
960;2.4471430869889446;2.530205322022084;2.4893894450497465
970;2.541279739991296;2.6214924390078522;2.577007907779771
980;2.625086056010332;2.7092281649820507;2.6664760389100413
990;2.6630953999992926;2.7707563410222065;2.733797384110803
1000;2.7592804020096082;2.8542431000096258;2.817245429311588
1010;2.846305836981628;2.955398332007462;2.889066609610745
1020;2.922085573023651;3.0316058899916243;2.983841860352841
1030;3.0227832079981454;3.1139315150212497;3.0663296101891317
1040;3.111360908980714;3.199819771980401;3.154176769529877
1050;3.1676183350209612;3.275724903010996;3.2230201522016433
1060;3.2654154189804103;3.3812366210040636;3.316330392930831
1070;3.346561915008351;3.4757963890151586;3.4137561808884493
1080;3.454999556997791;3.5526960900169797;3.5041752900986465
1090;3.52706734999083;3.6313474439957645;3.5901322683383476
1100;3.624273613007972;3.7483674150134902;3.6834778328522226
1110;3.709012792998692;3.826654404983856;3.7772942625795256
1120;3.8258430669957306;3.9964705320016947;3.895647372089734
1130;3.9469851040048525;4.077195079007652;4.014896476409631
1140;4.057448920008028;4.164951796992682;4.111966142689344
1150;4.136387820995878;4.252285391004989;4.19596969243139
1160;4.235759392002365;4.37267541300389;4.307542011749465
1170;4.361066707991995;4.489872099016793;4.420349910838995
1180;4.464291250013048;4.607943835988408;4.524082306000928
1190;4.538799264002591;4.6861904470133595;4.628325097930501
1200;4.664378818997648;4.836995329998899;4.7390041832899445
1210;4.801000933017349;4.955253213993274;4.886515623029263
1220;4.930030399002135;5.088935250998475;5.008651594280673
1230;5.027728941990063;5.194089204014745;5.097640713860455
1240;5.143056027998682;5.301116826012731;5.2075042580903395
1250;5.257463807007298;5.394931876013288;5.3284825731616
1260;5.368890726007521;5.538346338988049;5.462600399389921
1270;5.399162680027075;5.549973001994658;5.4636744172137695
1280;5.480447957990691;5.635843675001524;5.5648482637287815
1290;5.6194304899836425;5.750081911974121;5.6829824814904715
1300;5.727710226987256;5.900984959007474;5.821032289313443
1310;5.841149810003117;6.022959402005654;5.956423393639561
1320;5.990983727999264;6.190876684995601;6.092449726120103
1330;6.095249631005572;6.257319929020014;6.190059926920221
1340;6.240882897982374;6.40395559501485;6.3395684555207845
1350;6.3928131260036025;6.565062214998761;6.4763445054189654
1360;6.503056307003135;6.696974935999606;6.605316436186549
1370;6.644467464007903;6.868763450998813;6.730201756960596
1380;6.759838430007221;6.961287847982021;6.866346771173121
1390;6.9289151940029114;7.114187840983504;7.014963596928864
1400;7.071734731987817;7.27135400599218;7.176336740860133
1410;7.2140098469972145;7.42149495499325;7.316475218299019
1420;7.343095701013226;7.582543138007168;7.475948045041587
1430;7.500093921000371;7.7267424820165616;7.6036779272891
1440;7.668306914012646;7.882345616992097;7.780420121609058
1450;7.851088160008658;8.084123039996484;7.950463288969477
1460;7.995663690002402;8.18551658798242;8.084311078760656
1470;8.147159343003295;8.322232629987411;8.233706938600516
1480;8.308666247001383;8.550530788983451;8.405159351568727
1490;8.476695841003675;8.725145186006557;8.581273370741982
1500;8.660165635985322;8.839511508005671;8.736358118748466
1510;8.789858272008132;8.998368895991007;8.911333895729621
1520;8.944363739981782;9.196950334007852;9.066782779671193
1530;9.14673545298865;9.370782908983529;9.24854194308893
1540;9.347878556000069;9.556882092001615;9.43772947308229
1550;9.491547938989243;9.727414180000778;9.61498010852869
1560;9.64455224602716;9.90117447200464;9.783831778792083
1570;9.827535195014207;10.085220237000613;9.957968507010955
1580;10.00945426398539;10.27850608000881;10.148853375920735
1590;10.23424911001348;10.467274218972307;10.343373934989504
1600;10.402611255005468;10.690000631002476;10.528363703011419
1610;10.55433861000347;10.835877170000458;10.681929045259894
1620;10.743733834999148;10.991430506983306;10.871281602309027
1630;10.953234086016892;11.241112459014403;11.089950969179627
1640;11.16425434499979;11.429543717007618;11.300623829060351
1650;11.353213460999541;11.59670006899978;11.478434445278253
1660;11.519621957006166;11.793918834009673;11.671298826818237
1670;11.723713221988874;12.040022836008575;11.897341455018905
1680;11.977931508998154;12.31210034902324;12.103337045260123
1690;12.18459088599775;12.463754147000145;12.322288482509903
1700;12.363373655010946;12.680335636017844;12.511542104611289
1710;12.559581002016785;12.852367248997325;12.724239712960552
1720;12.77931032399647;13.096802935004234;12.948651238269813
1730;13.005010855995351;13.314268771995557;13.170435487169016
1740;13.243158035998931;13.544383155007381;13.376448809229187
1750;13.458791709999787;13.729882996995002;13.591533243791782
1760;13.646970961999614;13.913491031009471;13.789787569318724
1770;13.92372988499119;14.236925473989686;14.070095733359922
1780;14.119586152984994;14.457175566989463;14.30777041028079
1790;14.337306656001601;14.640379283984657;14.502700395880092
1800;14.560192645993084;14.90009248201386;14.734852159531147
1810;14.789487984002335;15.15446949301986;14.98333727912017
1820;15.096369018981932;15.464441060001263;15.251991991108225
1830;15.328161322016967;15.685224037995795;15.502230566949002
1840;15.577627460996155;15.913354065996828;15.720752329250972
1850;15.763319004006917;16.24312112701591;16.008938908450073
1860;16.0495708679955;16.486554929986596;16.24551860999025
1870;16.326683241990395;16.69325881099212;16.501169058549568
1880;16.468105197011027;17.022922652977286;16.70677584105084
1890;16.78611650899984;17.13563641201472;16.96780038558034
1900;16.99315907197888;17.42687494799611;17.223240912597685
1910;17.338495675998274;17.726631901983637;17.516057605790557
1920;17.566679790004855;18.00200757800485;17.777101945399192
1930;17.86078188099782;18.34135151503142;18.054968135089148
1940;18.066543136024848;18.500412598019466;18.282281030997982
1950;18.41507183201611;18.924204988987185;18.615457679828395
1960;18.667666333029047;19.08506757003488;18.886299902661705
1970;18.942952646990307;19.5293219750165;19.199053420411655
1980;19.2381533489679;19.743390819989145;19.435569844636483
1990;19.551891323993914;19.9600997089874;19.73618561744108
2000;19.845530038001016;20.276489462994505;20.042267967488733
2010;20.12705631897552;20.586476933967788;20.35460167147161
2020;20.362496839021333;20.915952953975648;20.603028187904854
2030;20.6391369390185;21.101420749968383;20.87409299480438
2040;20.912152271019295;21.400680002989247;21.174251588845507
2050;21.259591343987267;21.741353021003306;21.496717273721007
2060;21.502471517014783;22.078000130015425;21.789036866857206
2070;21.903403830016032;22.348796667007264;22.07322540752997
2080;22.06152128003305;22.55954222602304;22.354371287857067
2090;22.465893876040354;23.05009448202327;22.73723204609123
2100;22.804799514007755;23.276174675032962;23.05216633374279
2110;23.086136472004;23.584482318954542;23.381110043993687
2120;23.448479679995216;23.881832783983555;23.654697628219147
2130;23.762735614029225;24.271541336958762;24.006376976420288
2140;24.045685735996813;24.61756066197995;24.358805439620628
2150;24.457011242979206;24.886251868971158;24.68121783340932
2160;24.785978257015813;25.200206191977486;25.014892719132476
2170;24.96872856497066;25.55022639001254;25.28893091092061
2180;25.308633258973714;26.028018294950016;25.627672213210026
2190;25.763396777037997;26.27963180601364;26.019834992352408
2200;26.044567510019988;26.64458088099491;26.373228901149705
