nbtests;temps;proba
4;0.10505797547990368;0.00390625
5;0.10473202787987247;0.0009765625
6;0.10465873540008033;0.000244140625
7;0.11109009317984601;6.103515625e-05
8;0.10473917570005142;1.52587890625e-05
9;0.10485579294003401;3.814697265625e-06
10;0.10471199988005538;9.5367431640625e-07
11;0.10482269208005164;2.384185791015625e-07
12;0.10531472437982302;5.960464477539063e-08
13;0.10485431068009347;1.4901161193847656e-08
14;0.10494597482003883;3.725290298461914e-09
15;0.10451351000017894;9.313225746154785e-10
16;0.10486519811998733;2.3283064365386963e-10
17;0.10469282173999091;5.820766091346741e-11
18;0.10494708940004785;1.4551915228366852e-11
19;0.10469773733992042;3.637978807091713e-12
20;0.10471617798000807;9.094947017729282e-13
21;0.10442134582008293;2.2737367544323206e-13
22;0.10863193986002444;5.684341886080802e-14
23;0.10485309921972658;1.4210854715202004e-14
24;0.15305379084002196;3.552713678800501e-15
25;0.1048293128799196;8.881784197001252e-16
26;0.10516552499979298;2.220446049250313e-16
27;0.10449523931998556;5.551115123125783e-17
28;0.10413372292001441;1.3877787807814457e-17
29;0.10439792918008607;3.469446951953614e-18
30;0.10444947579973814;8.673617379884035e-19
31;0.10436086483998225;2.168404344971009e-19
32;0.10399701422004;5.421010862427522e-20
33;0.10428505992018472;1.3552527156068805e-20
34;0.10447961014004249;3.3881317890172014e-21
35;0.1049658539999291;8.470329472543003e-22
36;0.10445489671990799;2.117582368135751e-22
37;0.10454337959996338;5.293955920339377e-23
38;0.10425127676007832;1.3234889800848443e-23
39;0.10428065677981067;3.308722450212111e-24
40;0.10448192992000259;8.271806125530277e-25
41;0.18841776348010172;2.0679515313825692e-25
42;0.10443656136016216;5.169878828456423e-26
43;0.10439730626003438;1.2924697071141057e-26
44;0.10431258470009197;3.2311742677852644e-27
45;0.10424763611990784;8.077935669463161e-28
46;0.10432541690002836;2.0194839173657902e-28
47;0.10466079382003954;5.048709793414476e-29
48;0.10396002263980336;1.262177448353619e-29
49;0.10429188693997275;3.1554436208840472e-30
50;0.10427220061996195;7.888609052210118e-31
51;0.10445341750008083;1.9721522630525295e-31
52;0.10443822384000669;4.930380657631324e-32
53;0.10439725630010799;1.232595164407831e-32
54;0.10428558909992716;3.0814879110195774e-33
55;0.10420640709995496;7.703719777548943e-34
56;0.1042718100001366;1.925929944387236e-34
57;0.10478630062007141;4.81482486096809e-35
58;0.10430561081997439;1.2037062152420224e-35
59;0.1045554650601116;3.009265538105056e-36
60;0.10425060485995345;7.52316384526264e-37
61;0.10428444623994437;1.88079096131566e-37
62;0.10439890307992755;4.70197740328915e-38
63;0.10442436142013321;1.1754943508222875e-38
64;0.2381159175001085;2.938735877055719e-39
65;0.1045292620400869;7.346839692639297e-40
66;0.10444108844014409;1.8367099231598242e-40
67;0.10447618502006663;4.591774807899561e-41
68;0.10455491075987083;1.1479437019748901e-41
69;0.10422481958008575;2.8698592549372254e-42
70;0.10439943029989081;7.174648137343064e-43
71;0.10458854399999837;1.793662034335766e-43
72;0.10406387133996758;4.484155085839415e-44
73;0.10440419060014391;1.1210387714598537e-44
74;0.10441812284010667;2.802596928649634e-45
75;0.10440816040005302;7.006492321624085e-46
76;0.1043843334801204;1.7516230804060213e-46
77;0.1041792280199661;4.3790577010150533e-47
78;0.10469280713987246;1.0947644252537633e-47
79;0.10488617306000378;2.7369110631344083e-48
80;0.10430979842010857;6.842277657836021e-49
81;0.10416763538003579;1.7105694144590052e-49
82;0.10421646116003103;4.276423536147513e-50
83;0.10429287027989631;1.0691058840368783e-50
84;0.10441627500000322;2.6727647100921956e-51
85;0.10437485228008882;6.681911775230489e-52
86;0.10434286697989592;1.6704779438076223e-52
87;0.104432952959869;4.176194859519056e-53
88;0.10437482508008543;1.044048714879764e-53
89;0.10446506120006234;2.61012178719941e-54
90;0.10420060291995469;6.525304467998525e-55
91;0.1042284246599229;1.6313261169996311e-55
92;0.10444755603992234;4.078315292499078e-56
93;0.10410115234000841;1.0195788231247695e-56
94;0.10434988991997671;2.5489470578119236e-57
95;0.1044219645001067;6.372367644529809e-58
96;0.10430192750005517;1.5930919111324523e-58
97;0.10429437454004073;3.982729777831131e-59
98;0.10423922772009973;9.956824444577827e-60
99;0.10412601573996653;2.4892061111444567e-6037;1.793662034335766e-43
72;0.10406387133996758;4.484155085839415e-44
73;0.10440419060014391;1.1210387714598537e-44
74;0.10441812284010667;2.802596928649634e-45
75;0.10440816040005302;7.006492321624085e-46
76;0.1043843334801204;1.7516230804060213e-46
77;0.1041792280199661;4.3790577010150533e-47
78;0.10469280713987246;1.0947644252537633e-47
79;0.10488617306000378;2.7369110631344083e-48
80;0.10430979842010857;6.842277657836021e-49
81;0.10416763538003579;1.7105694144590052e-49
82;0.10421646116003103;4.276423536147513e-50
83;0.10429287027989631;1.0691058840368783e-50
84;0.10441627500000322;2.6727647100921956e-51
85;0.10437485228008882;6.681911775230489e-52
86;0.10434286697989592;1.6704779438076223e-52
87;0.104432952959869;4.176194859519056e-53
88;0.10437482508008543;1.044048714879764e-53
89;0.10446506120006234;2.61012178719941e-54
90;0.10420060291995469;6.525304467998525e-55
91;0.1042284246599229;1.6313261169996311e-55
92;0.10444755603992234;4.078315292499078e-56
93;0.10410115234000841;1.0195788231247695e-56
94;0.10434988991997671;2.5489470578119236e-57
95;0.1044219645001067;6.372367644529809e-58
96;0.10430192750005517;1.5930919111324523e-58
97;0.10429437454004073;3.982729777831131e-59
98;0.10423922772009973;9.956824444577827e-60
99;0.10412601573996653;2.4892061111444567e-60
100;0.10649356220012124;6.223015277861142e-61
105;0.1056992957001421;6.077163357286271e-64
110;0.10546712782015674;5.934729841099874e-67
115;0.10611604286012152;5.795634610449096e-70
120;0.10505633060001855;5.659799424266695e-73
125;0.10493543634001981;5.527147875260445e-76
130;0.10455706290002126;5.397605346934028e-79
135;0.10452810575992771;5.271098971615262e-82
140;0.10461147098001675;5.147557589468029e-85
145;0.40049428422000344;5.026911708464872e-88
150;0.1050306579401149;4.909093465297727e-91
155;0.10493814370005566;4.794036587204811e-94
160;0.43101743426010214;4.6816763546921983e-97
165;0.10469878113999584;4.5719495651291e-100
170;0.10516029479989811;4.464794497196387e-103
175;0.10512661989974731;4.3601508761683463e-106
180;0.46966245167990567;4.257959840008151e-109
185;0.10468619057977775;4.15816390625796e-112
190;0.10488434384002175;4.060706939705039e-115
195;0.10461678876003135;3.965534120805702e-118
200;0.10731981443997939;3.8725919148493183e-121
210;0.10472585958003038;3.6931914471142943e-127
220;0.1047616459200799;3.522101828684134e-133
230;0.1047786618399914;3.3589380537835444e-139
240;0.10456880207999347;3.2033329522929615e-145
250;0.10743635234000976;3.054936363499605e-151
260;0.10548042500016891;2.913414348125081e-157
270;0.10543670830003976;2.778448436856347e-163
280;0.10463466126009735;2.6497349136889905e-169
290;0.10471478967996518;2.526984132470122e-175
300;0.1086535370600177;2.409919865102884e-181
310;0.10552035838001757;2.2982786799458352e-187
320;0.10475595210005849;2.191809349008403e-193
330;0.10487216028006514;2.0902722826084166e-199
340;0.10485451546021068;1.9934389902195135e-205
350;0.10537958726017678;1.90109156629516e-211
360;0.10469510153998271;1.8130221999122236e-217
370;0.104307728479871;1.7290327071306454e-223
380;0.1043067411998345;1.6489340850168661e-229
390;0.10473926883994863;1.5725460863274251e-235
400;0.10489156139999978;1.499696813895631e-241
410;0.10545009802001004;1.430222333808547e-247
420;0.10728833127988764;1.3639663065038175e-253
430;0.10425994094024645;1.3007796349561859e-259
440;1.0280512845800696;1.240520129162012e-265
450;0.10429252233996522;1.1830521861667747e-271
460;0.10433112101989536;1.1282464849155185e-277
470;0.10432498585996655;1.0759796952395615e-283
480;0.10428963836006006;1.0261342003245941e-289
490;0.10441250182011572;9.785978320356312e-296
500;0.10434034831989265;9.332636185032189e-302
510;0.10441202569985762;8.900295434028806e-308
520;0.10443396612012293;8.487983164e-314
530;0.10454913372006558;8.095e-320
540;0.10432166155998857;0.0
550;0.10431170839990955;0.0
560;0.10451816360000521;0.0
570;0.10438147707973258;0.0
580;0.10440376710026612;0.0
590;0.10486729401993217;0.0
